"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HDFCBANK","EQ","22-Nov-2018","       2018.75","       2013.25","       2035.00","       2000.15","       2006.25","       2005.50","       2023.07","    3243638","          6562105543.15","     115047","    1938559","         59.76"
"HDFCBANK","EQ","26-Nov-2018","       2005.50","       2013.90","       2052.00","       2012.05","       2050.00","       2049.80","       2040.00","    4546109","          9274060072.90","     165102","    3534083","         77.74"
"HDFCBANK","EQ","27-Nov-2018","       2049.80","       2041.05","       2067.90","       2040.75","       2064.00","       2064.00","       2056.61","    3223860","          6630237996.20","     120598","    2433069","         75.47"
"HDFCBANK","EQ","28-Nov-2018","       2064.00","       2065.00","       2098.60","       2060.10","       2091.00","       2089.25","       2087.01","    3255277","          6793787378.20","     118889","    2212588","         67.97"
"HDFCBANK","EQ","29-Nov-2018","       2089.25","       2101.00","       2137.40","       2094.00","       2132.25","       2131.05","       2115.77","    7977159","         16877830185.75","     137395","    4939239","         61.92"
"HDFCBANK","EQ","30-Nov-2018","       2131.05","       2130.00","       2137.55","       2110.00","       2120.45","       2128.45","       2123.64","    3260231","          6923545037.80","     113720","    2370067","         72.70"
"HDFCBANK","EQ","03-Dec-2018","       2128.45","       2131.00","       2142.00","       2106.90","       2111.50","       2113.30","       2124.73","    2699964","          5736686717.70","     127153","    1880609","         69.65"
"HDFCBANK","EQ","04-Dec-2018","       2113.30","       2105.40","       2111.00","       2078.60","       2086.90","       2085.55","       2087.81","    2039355","          4257781100.75","     105043","    1377607","         67.55"
"HDFCBANK","EQ","05-Dec-2018","       2085.55","       2078.00","       2105.30","       2075.95","       2103.00","       2099.20","       2095.14","    2949711","          6180060012.20","     126657","    2011056","         68.18"
"HDFCBANK","EQ","06-Dec-2018","       2099.20","       2089.70","       2101.65","       2085.00","       2096.80","       2097.05","       2092.75","    2932563","          6137116154.55","     112545","    1841640","         62.80"
"HDFCBANK","EQ","07-Dec-2018","       2097.05","       2106.70","       2118.00","       2080.30","       2115.00","       2107.60","       2099.32","    2475980","          5197871655.75","     131649","    1350610","         54.55"
"HDFCBANK","EQ","10-Dec-2018","       2107.60","       2065.90","       2104.80","       2065.90","       2084.50","       2088.75","       2086.54","    2728764","          5693679871.65","     138891","    1801264","         66.01"
"HDFCBANK","EQ","11-Dec-2018","       2088.75","       2056.00","       2071.30","       2032.00","       2056.15","       2059.55","       2051.47","    4726445","          9696150473.75","     241564","    2468088","         52.22"
"HDFCBANK","EQ","12-Dec-2018","       2059.55","       2066.95","       2089.80","       2060.10","       2084.60","       2085.30","       2078.41","    2842622","          5908146554.45","     146407","    1922295","         67.62"
"HDFCBANK","EQ","13-Dec-2018","       2085.30","       2095.00","       2125.00","       2091.30","       2100.00","       2101.30","       2106.01","    1766059","          3719335180.80","     105301","     772172","         43.72"
"HDFCBANK","EQ","14-Dec-2018","       2101.30","       2104.90","       2118.00","       2088.05","       2095.10","       2095.70","       2100.36","    1539571","          3233650712.40","      86089","     779545","         50.63"
"HDFCBANK","EQ","17-Dec-2018","       2095.70","       2104.00","       2132.60","       2099.00","       2128.50","       2130.20","       2120.53","    2109331","          4472890885.35","      86084","    1367963","         64.85"
"HDFCBANK","EQ","18-Dec-2018","       2130.20","       2124.00","       2139.00","       2102.60","       2138.10","       2135.45","       2120.42","    1853492","          3930178580.25","      73591","     830866","         44.83"
"HDFCBANK","EQ","19-Dec-2018","       2135.45","       2133.10","       2159.40","       2113.55","       2123.00","       2123.45","       2129.21","    2252474","          4795995431.55","     118427","    1162216","         51.60"
"HDFCBANK","EQ","20-Dec-2018","       2123.45","       2112.55","       2140.45","       2102.65","       2138.00","       2137.45","       2119.71","    1995119","          4229074553.65","     108131","     779492","         39.07"
"HDFCBANK","EQ","21-Dec-2018","       2137.45","       2134.00","       2149.10","       2109.05","       2111.15","       2111.15","       2126.59","    2555077","          5433609822.60","     146305","    1500441","         58.72"
"HDFCBANK","EQ","24-Dec-2018","       2111.15","       2104.00","       2104.00","       2077.35","       2083.00","       2080.65","       2088.50","    1400372","          2924675632.50","      65118","     767268","         54.79"
"HDFCBANK","EQ","26-Dec-2018","       2080.65","       2077.00","       2127.00","       2069.00","       2124.80","       2122.35","       2093.35","    1900479","          3978376727.00","      77934","     884634","         46.55"
"HDFCBANK","EQ","27-Dec-2018","       2122.35","       2133.00","       2138.20","       2098.45","       2107.00","       2105.05","       2115.65","    2909967","          6156462276.70","     101521","    1011944","         34.78"
"HDFCBANK","EQ","28-Dec-2018","       2105.05","       2117.35","       2137.75","       2115.50","       2124.00","       2122.90","       2124.98","    2353903","          5001999453.50","     104735","    1130711","         48.04"
"HDFCBANK","EQ","31-Dec-2018","       2122.90","       2137.00","       2137.00","       2116.70","       2121.85","       2121.70","       2124.35","    1466632","          3115638472.70","      71843","     794268","         54.16"
"HDFCBANK","EQ","01-Jan-2019","       2121.70","       2127.65","       2151.00","       2105.60","       2149.00","       2148.10","       2131.37","    1593360","          3396043277.40","      50308","     792410","         49.73"
"HDFCBANK","EQ","02-Jan-2019","       2148.10","       2142.80","       2147.50","       2119.70","       2127.00","       2128.50","       2132.45","    2033558","          4336463537.40","      95751","     998186","         49.09"
"HDFCBANK","EQ","03-Jan-2019","       2128.50","       2124.20","       2128.25","       2103.00","       2110.00","       2111.80","       2112.75","    3192916","          6745826356.05","     129992","    2037811","         63.82"
"HDFCBANK","EQ","04-Jan-2019","       2111.80","       2115.25","       2128.50","       2110.35","       2118.85","       2117.45","       2119.55","    1821780","          3861355797.55","      71863","     990354","         54.36"
"HDFCBANK","EQ","07-Jan-2019","       2117.45","       2127.70","       2135.35","       2118.00","       2120.50","       2120.65","       2128.37","    1346753","          2866387728.65","      51524","     763086","         56.66"
"HDFCBANK","EQ","08-Jan-2019","       2120.65","       2122.00","       2123.50","       2096.65","       2102.90","       2103.00","       2105.77","    2085865","          4392343434.15","      63105","    1156791","         55.46"
"HDFCBANK","EQ","09-Jan-2019","       2103.00","       2118.00","       2121.35","       2102.60","       2116.80","       2116.80","       2112.62","    2142157","          4525566666.15","      86929","    1494458","         69.76"
"HDFCBANK","EQ","10-Jan-2019","       2116.80","       2117.00","       2123.80","       2092.65","       2106.60","       2108.50","       2114.87","    1922885","          4066660283.85","      79438","    1122621","         58.38"
"HDFCBANK","EQ","11-Jan-2019","       2108.50","       2113.80","       2124.00","       2108.00","       2115.00","       2111.90","       2114.59","    1602010","          3387596238.95","      68529","     867953","         54.18"
"HDFCBANK","EQ","14-Jan-2019","       2111.90","       2109.90","       2109.90","       2098.45","       2104.90","       2101.65","       2102.69","    1213790","          2552219684.45","      58066","     817354","         67.34"
"HDFCBANK","EQ","15-Jan-2019","       2101.65","       2105.05","       2126.50","       2102.00","       2117.00","       2121.90","       2118.86","    1271889","          2694949646.95","      55681","     724280","         56.95"
"HDFCBANK","EQ","16-Jan-2019","       2121.90","       2120.05","       2125.00","       2108.25","       2117.00","       2120.20","       2118.69","    1313113","          2782077967.00","      72148","     910308","         69.32"
"HDFCBANK","EQ","17-Jan-2019","       2120.20","       2125.25","       2135.90","       2113.35","       2130.40","       2132.30","       2124.86","    2060057","          4377341580.55","      77528","    1170828","         56.83"
"HDFCBANK","EQ","18-Jan-2019","       2132.30","       2135.00","       2139.00","       2114.55","       2130.00","       2130.25","       2128.13","    1301994","          2770812571.25","      67451","     665655","         51.13"
"HDFCBANK","EQ","21-Jan-2019","       2130.25","       2139.95","       2166.50","       2126.50","       2145.40","       2148.15","       2151.51","    4390378","          9445947630.45","     144556","    1638668","         37.32"
"HDFCBANK","EQ","22-Jan-2019","       2148.15","       2146.00","       2146.80","       2129.05","       2132.25","       2135.85","       2136.85","    2199244","          4699456324.45","     119550","    1304339","         59.31"
"HDFCBANK","EQ","23-Jan-2019","       2135.85","       2134.00","       2135.85","       2101.45","       2106.95","       2105.40","       2123.27","    1906072","          4047104726.75","      85545","    1264167","         66.32"
"HDFCBANK","EQ","24-Jan-2019","       2105.40","       2110.00","       2121.65","       2097.90","       2098.60","       2102.25","       2109.73","    2527893","          5333167868.85","     141995","    1465573","         57.98"
"HDFCBANK","EQ","25-Jan-2019","       2102.25","       2093.00","       2110.00","       2090.00","       2092.05","       2096.00","       2102.20","    2815559","          5918870073.55","     109171","    1684610","         59.83"
"HDFCBANK","EQ","28-Jan-2019","       2096.00","       2090.00","       2102.05","       2076.75","       2087.00","       2084.15","       2090.88","    3840109","          8029190019.85","     170502","    2636056","         68.65"
"HDFCBANK","EQ","29-Jan-2019","       2084.15","       2078.25","       2083.00","       2053.00","       2059.40","       2057.60","       2067.93","    3690697","          7632110523.30","     124666","    2636216","         71.43"
"HDFCBANK","EQ","30-Jan-2019","       2057.60","       2057.25","       2057.25","       2028.00","       2033.50","       2034.70","       2035.54","    4628540","          9421572630.55","     197593","    3817215","         82.47"
"HDFCBANK","EQ","31-Jan-2019","       2034.70","       2031.00","       2089.75","       2022.00","       2073.00","       2079.95","       2060.96","    4144851","          8542369085.80","     155825","    2238129","         54.00"
"HDFCBANK","EQ","01-Feb-2019","       2079.95","       2079.95","       2117.00","       2076.60","       2095.75","       2090.45","       2099.48","    3913547","          8216405021.45","     116055","    2360380","         60.31"
"HDFCBANK","EQ","04-Feb-2019","       2090.45","       2095.00","       2113.00","       2082.65","       2098.55","       2104.90","       2097.57","    1984572","          4162769920.20","     145764","    1156072","         58.25"
"HDFCBANK","EQ","05-Feb-2019","       2104.90","       2108.00","       2119.00","       2097.00","       2115.00","       2114.05","       2110.78","    2172572","          4585820145.80","      73303","    1548389","         71.27"
"HDFCBANK","EQ","06-Feb-2019","       2114.05","       2116.25","       2127.00","       2113.60","       2122.00","       2122.65","       2120.90","    2718921","          5766554240.80","     106255","    1880675","         69.17"
"HDFCBANK","EQ","07-Feb-2019","       2122.65","       2125.05","       2130.00","       2105.85","       2110.90","       2117.25","       2122.39","    1804327","          3829487756.50","      80400","    1025176","         56.82"
"HDFCBANK","EQ","08-Feb-2019","       2117.25","       2112.00","       2144.95","       2106.65","       2117.00","       2122.65","       2126.16","    3058911","          6503720043.85","      98707","    2028984","         66.33"
"HDFCBANK","EQ","11-Feb-2019","       2122.65","       2113.30","       2142.90","       2113.30","       2139.00","       2139.65","       2132.18","    1759091","          3750705910.60","      75240","     985040","         56.00"
"HDFCBANK","EQ","12-Feb-2019","       2139.65","       2138.00","       2148.00","       2124.80","       2130.05","       2129.70","       2137.61","    2443097","          5222380330.05","     140474","    1613693","         66.05"
"HDFCBANK","EQ","13-Feb-2019","       2129.70","       2135.55","       2155.00","       2132.30","       2140.00","       2143.45","       2146.54","    2360187","          5066246582.80","     110054","    1517418","         64.29"
"HDFCBANK","EQ","14-Feb-2019","       2143.45","       2140.00","       2140.00","       2105.60","       2112.00","       2110.20","       2117.31","    1860347","          3938937722.70","     142536","    1120383","         60.22"
"HDFCBANK","EQ","15-Feb-2019","       2110.20","       2107.35","       2108.10","       2078.20","       2100.70","       2100.65","       2091.52","    2104131","          4400828253.75","      89754","    1316023","         62.54"
